universe_index,family,taxon,iucn_problem_state,fresh_iucn_threat_reference_present,resolution,checked_at,powo_state,powo_matched_canonical,powo_scientific_name,powo_authorship,powo_taxonomic_status,powo_accepted_name,powo_accepted_id,powo_taxon_id,powo_source_sha256,powo_error,wfo_state,wfo_matched_canonical,wfo_scientific_name,wfo_authorship,wfo_taxonomic_status,wfo_accepted_name,wfo_accepted_id,wfo_taxon_id,wfo_source_sha256,wfo_error,anthos_state,anthos_matched_canonical,anthos_scientific_name,anthos_authorship,anthos_taxonomic_status,anthos_accepted_name,anthos_accepted_id,anthos_taxon_id,anthos_source_sha256,anthos_error
441,ASTERACEAE,Carduus carpetanus,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534498+00:00,EXACT_CANONICAL_FOUND,Carduus carpetanus,Carduus carpetanus,Boiss. & Reut.,Accepted,,3040866,3040866,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carduus carpetanus,Carduus carpetanus,Boiss. & Reut.,Accepted,,,wfo-0000082970,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carduus carpetanus,Carduus carpetanus Boiss. & Reut.,Boiss. & Reut.,,,,FUND. BIODIVERSIDAD:ANTHOS:1124901,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
442,ASTERACEAE,Carduus defloratus subsp. medius,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534508+00:00,EXACT_CANONICAL_FOUND,Carduus defloratus subsp. medius,Carduus defloratus subsp. medius,(Gouan) Bonnier,Accepted,,3240366,3240366,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carduus defloratus subsp. medius,Carduus defloratus subsp. medius,(Gouan) Bonnier,Accepted,,,wfo-0000076637,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carduus defloratus subsp. medius,Carduus defloratus subsp. medius (Gouan) Bonnier,(Gouan) Bonnier,,,,FUND. BIODIVERSIDAD:ANTHOS:33710,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
445,ASTERACEAE,Carduus nutans subsp. nutans,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534519+00:00,EXACT_CANONICAL_FOUND,Carduus nutans subsp. nutans,Carduus nutans subsp. nutans,,Accepted,,3041072,3041072,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carduus nutans subsp. nutans,Carduus nutans subsp. nutans,,Accepted,,,wfo-0000107225,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
447,ASTERACEAE,Carduus tenuiflorus,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534529+00:00,EXACT_CANONICAL_FOUND,Carduus tenuiflorus,Carduus tenuiflorus,Curtis,Accepted,,3041180,3041180,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carduus tenuiflorus,Carduus tenuiflorus,Curtis,Accepted,,,wfo-0000003240,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carduus tenuiflorus,Carduus tenuiflorus Curtis,Curtis,,,,FUND. BIODIVERSIDAD:ANTHOS:1124814,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
450,CYPERACEAE,Carex asturica,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534540+00:00,EXACT_CANONICAL_FOUND,Carex asturica,Carex asturica,Boiss.,Accepted,,224697,224697,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex asturica,Carex asturica,Boiss.,Accepted,,,wfo-0000344641,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex asturica,Carex asturica Boiss. in Boiss. & Reut.,Boiss. in Boiss. & Reut.,,,,FUND. BIODIVERSIDAD:ANTHOS:70110,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
451,CYPERACEAE,Carex binervis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534550+00:00,EXACT_CANONICAL_FOUND,Carex binervis,Carex binervis,Sm.,Accepted,,224968,224968,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex binervis,Carex binervis,Dewey,Synonym,,wfo-0000348041,wfo-0000344933,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex binervis,Carex binervis Sm.,Sm.,,,,FUND. BIODIVERSIDAD:ANTHOS:38304,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
452,CYPERACEAE,Carex brevicollis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534562+00:00,EXACT_CANONICAL_FOUND,Carex brevicollis,Carex brevicollis,DC.,Accepted,,225093,225093,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex brevicollis,Carex brevicollis,DC.,Accepted,,,wfo-0000345069,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex brevicollis,Carex brevicollis DC. in Lam. & DC.,DC. in Lam. & DC.,,,,FUND. BIODIVERSIDAD:ANTHOS:38283,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
455,CYPERACEAE,Carex caryophyllea,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534572+00:00,EXACT_CANONICAL_FOUND,Carex caryophyllea,Carex caryophyllea,Latourr.,Accepted,,225358,225358,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex caryophyllea,Carex caryophyllea,Latourr.,Accepted,,,wfo-0000345352,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex caryophyllea,Carex caryophyllea Latourr.,Latourr.,,,,FUND. BIODIVERSIDAD:ANTHOS:1124703,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
462,CYPERACEAE,Carex divulsa subsp. divulsa,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534583+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex divulsa subsp. divulsa,Carex divulsa subsp. divulsa,,Synonym,,wfo-0000346191,wfo-0001220604,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex divulsa subsp. divulsa,Carex divulsa subsp. divulsa Stokes in With.,Stokes in With.,,,,FUND. BIODIVERSIDAD:ANTHOS:38111,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
463,CYPERACEAE,Carex divulsa subsp. leersii,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534594+00:00,EXACT_CANONICAL_FOUND,Carex divulsa subsp. leersii,Carex divulsa subsp. leersii,(F.W.Schultz) W.Koch,Synonym,,228028,226152,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex divulsa subsp. leersii,Carex divulsa subsp. leersii,(Kneuck.) W.Koch,Synonym,,wfo-0000348209,wfo-0000346198,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex divulsa subsp. leersii,Carex divulsa subsp. leersii (Kneuck.) W. Koch,(Kneuck.) W. Koch,,,,FUND. BIODIVERSIDAD:ANTHOS:38130,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
466,CYPERACEAE,Carex elata subsp. elata,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534605+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex elata subsp. elata,Carex elata subsp. elata,,Accepted,,,wfo-0000346343,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex elata subsp. elata,Carex elata subsp. elata All.,All.,,,,FUND. BIODIVERSIDAD:ANTHOS:38510,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
468,CYPERACEAE,Carex flacca subsp. flacca,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534615+00:00,EXACT_CANONICAL_FOUND,Carex flacca subsp. flacca,Carex flacca subsp. flacca,,Accepted,,226572,226572,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex flacca subsp. flacca,Carex flacca subsp. flacca,,Accepted,,,wfo-0000346653,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
469,CYPERACEAE,Carex flacca subsp. serrulata,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534656+00:00,EXACT_CANONICAL_FOUND,Carex flacca subsp. serrulata,Carex flacca subsp. serrulata,(Biv.) Greuter,Synonym,,226571,226577,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex flacca subsp. serrulata,Carex flacca subsp. serrulata,(Biv.) Malag.,Synonym,,wfo-0000346652,wfo-0000346658,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
470,CYPERACEAE,Carex hallerana,NO_API_TAXON,False,NO_RESPONSE_ALL_THREE,2026-08-19T17:29:43.534668+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
473,CYPERACEAE,Carex humilis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534685+00:00,EXACT_CANONICAL_FOUND,Carex humilis,Carex humilis,Willd. ex Kunth,Illegitimate,,225431,227448,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex humilis,Carex humilis,Leyss.,Accepted,,,wfo-0000347581,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex humilis,Carex humilis Leyss.,Leyss.,,,,FUND. BIODIVERSIDAD:ANTHOS:38412,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
477,CYPERACEAE,Carex liparocarpos,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534699+00:00,EXACT_CANONICAL_FOUND,Carex liparocarpos,Carex liparocarpos,Gaudin,Accepted,,228205,228205,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex liparocarpos,Carex liparocarpos,Gaudin,Accepted,,,wfo-0000348395,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex liparocarpos,Carex liparocarpos Gaudin,Gaudin,,,,FUND. BIODIVERSIDAD:ANTHOS:938411,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
479,CYPERACEAE,Carex mairii,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534712+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex mairii,Carex mairii,Coss. & Germ.,Synonym,,wfo-0000348664,wfo-0001221482,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex mairii,Carex mairii Coss. & Germ.,Coss. & Germ.,,,,FUND. BIODIVERSIDAD:ANTHOS:38343,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
481,CYPERACEAE,Carex ornithopoda,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534726+00:00,EXACT_CANONICAL_FOUND,Carex ornithopoda,Carex ornithopoda,Willd.,Accepted,,229325,229325,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex ornithopoda,Carex ornithopoda,Willd.,Accepted,,,wfo-0000349582,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex ornithopoda,Carex ornithopoda Willd.,Willd.,,,,FUND. BIODIVERSIDAD:ANTHOS:41305,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
483,CYPERACEAE,Carex ovalis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534740+00:00,EXACT_CANONICAL_FOUND,Carex ovalis,Carex ovalis,Gooden.,Synonym,,228079,229362,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex ovalis,Carex ovalis,Willd. ex Kunth,Synonym,,wfo-0000351117,wfo-0000349619,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
484,CYPERACEAE,Carex pairae,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534753+00:00,EXACT_CANONICAL_FOUND,Carex pairae,Carex pairae,F.W.Schultz,Accepted,,229401,229401,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex pairae,Carex pairae,F.W.Schultz,Accepted,,,wfo-0000349663,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
485,CYPERACEAE,Carex pallescens,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534767+00:00,EXACT_CANONICAL_FOUND,Carex pallescens,Carex pallescens,L.,Accepted,,229422,229422,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex pallescens,Carex pallescens,L.,Accepted,,,wfo-0000349686,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex pallescens,Carex pallescens L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:41318,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
491,CYPERACEAE,Carex pulicaris,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534781+00:00,EXACT_CANONICAL_FOUND,Carex pulicaris,Carex pulicaris,L.,Accepted,,230115,230115,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex pulicaris,Carex pulicaris,L.,Accepted,,,wfo-0000350429,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex pulicaris,Carex pulicaris L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:38519,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
495,CYPERACEAE,Carex spicata,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534795+00:00,EXACT_CANONICAL_FOUND,Carex spicata,Carex spicata,Lam.,Illegitimate,,226102,231060,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex spicata,Carex spicata,Brot. ex Kunth,Synonym,,wfo-0000346179,wfo-0000351440,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex spicata,Carex spicata Huds.,Huds.,,,,FUND. BIODIVERSIDAD:ANTHOS:61131,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
496,CYPERACEAE,Carex sylvatica,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534809+00:00,EXACT_CANONICAL_FOUND,Carex sylvatica,Carex sylvatica,Dewey,Illegitimate,,224597,231388,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex sylvatica,Carex sylvatica,Dewey,Synonym,,wfo-0000344532,wfo-0000351794,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex sylvatica,Carex sylvatica Huds.,Huds.,,,,FUND. BIODIVERSIDAD:ANTHOS:89366,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
497,CYPERACEAE,Carex sylvatica subsp. sylvatica,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534828+00:00,EXACT_CANONICAL_FOUND,Carex sylvatica subsp. sylvatica,Carex sylvatica subsp. sylvatica,,Accepted,,231398,231398,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carex sylvatica subsp. sylvatica,Carex sylvatica subsp. sylvatica,,Accepted,,,wfo-0000351805,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carex sylvatica subsp. sylvatica,Carex sylvatica subsp. sylvatica Huds.,Huds.,,,,FUND. BIODIVERSIDAD:ANTHOS:38229,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
498,ASTERACEAE,Carlina acanthifolia subsp. cynara,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534843+00:00,EXACT_CANONICAL_FOUND,Carlina acanthifolia subsp. cynara,Carlina acanthifolia subsp. cynara,(DC.) Arcang.,Accepted,,3039989,3039989,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carlina acanthifolia subsp. cynara,Carlina acanthifolia subsp. cynara,(Pourr. ex DC.) Rouy,Accepted,,,wfo-0000098624,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carlina acanthifolia subsp. cynara,Carlina acanthifolia subsp. cynara (Pourr. ex DC.) Arcang.,(Pourr. ex DC.) Arcang.,,,,FUND. BIODIVERSIDAD:ANTHOS:33625,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
500,ASTERACEAE,Carlina corymbosa subsp. hispanica,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534858+00:00,EXACT_CANONICAL_FOUND,Carlina corymbosa subsp. hispanica,Carlina corymbosa subsp. hispanica,(Lam.) O.Bolòs & Vigo,Synonym,,3040039,3040040,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carlina corymbosa subsp. hispanica,Carlina corymbosa subsp. hispanica,(Lam.) O.Bolòs & Vigo,Synonym,,wfo-0000066505,wfo-0000113743,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carlina corymbosa subsp. hispanica,Carlina corymbosa subsp. hispanica (Lam.) O. Bolòs & Vigo in J. Ros & al.,(Lam.) O. Bolòs & Vigo in J. Ros & al.,,,,FUND. BIODIVERSIDAD:ANTHOS:68192,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
502,ASTERACEAE,Carlina vulgaris subsp. spinosa,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534875+00:00,EXACT_CANONICAL_FOUND,Carlina vulgaris subsp. spinosa,Carlina vulgaris subsp. spinosa,(Velen.) Vandas,Accepted,,3040120,3040120,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carlina vulgaris subsp. spinosa,Carlina vulgaris subsp. spinosa,(Velen.) Vandas,Accepted,,,wfo-0000099697,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Carlina vulgaris subsp. spinosa,Carlina vulgaris subsp. spinosa (Velen.) Vandas,(Velen.) Vandas,,,,FUND. BIODIVERSIDAD:ANTHOS:865365,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
503,ASTERACEAE,Carlina vulgaris subsp. vulgaris,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534889+00:00,EXACT_CANONICAL_FOUND,Carlina vulgaris subsp. vulgaris,Carlina vulgaris subsp. vulgaris,,Accepted,,3040117,3040117,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Carlina vulgaris subsp. vulgaris,Carlina vulgaris subsp. vulgaris,,Accepted,,,wfo-0000111124,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
508,ASTERACEAE,Catananche caerulea,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534912+00:00,EXACT_CANONICAL_FOUND,Catananche caerulea,Catananche caerulea,Georgi,Illegitimate,,3050492,3050486,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Catananche caerulea,Catananche caerulea,Georgi,Unchecked,,,wfo-0000055225,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Catananche caerulea,Catananche caerulea L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:34142,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
512,ASTERACEAE,Centaurea aspera,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534926+00:00,EXACT_CANONICAL_FOUND,Centaurea aspera,Centaurea aspera,L.,Accepted,,2925958,2925958,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Centaurea aspera,Centaurea aspera,L.,Accepted,,,wfo-0000016988,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Centaurea aspera,Centaurea aspera L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:34015,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
513,ASTERACEAE,Centaurea aspera subsp. aspera,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534942+00:00,EXACT_CANONICAL_FOUND,Centaurea aspera subsp. aspera,Centaurea aspera subsp. aspera,,Accepted,,3047912,3047912,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Centaurea aspera subsp. aspera,Centaurea aspera subsp. aspera,,Accepted,,,wfo-0000106168,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Centaurea aspera subsp. aspera,Centaurea aspera subsp. aspera L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:49574,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
514,ASTERACEAE,Centaurea bofiliana,NO_API_TAXON,False,NO_RESPONSE_ALL_THREE,2026-08-19T17:29:43.534954+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
516,ASTERACEAE,Centaurea cephalariifolia,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.534970+00:00,EXACT_CANONICAL_FOUND,Centaurea cephalariifolia,Centaurea cephalariifolia,Willk.,Accepted,,3049355,3049355,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Centaurea cephalariifolia,Centaurea cephalariifolia,Willk.,Synonym,,wfo-0000062651,wfo-0000133315,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Centaurea cephalariifolia,Centaurea cephalariifolia Willk.,Willk.,,,,FUND. BIODIVERSIDAD:ANTHOS:33988,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
