universe_index,family,taxon,iucn_problem_state,fresh_iucn_threat_reference_present,resolution,checked_at,powo_state,powo_matched_canonical,powo_scientific_name,powo_authorship,powo_taxonomic_status,powo_accepted_name,powo_accepted_id,powo_taxon_id,powo_source_sha256,powo_error,wfo_state,wfo_matched_canonical,wfo_scientific_name,wfo_authorship,wfo_taxonomic_status,wfo_accepted_name,wfo_accepted_id,wfo_taxon_id,wfo_source_sha256,wfo_error,anthos_state,anthos_matched_canonical,anthos_scientific_name,anthos_authorship,anthos_taxonomic_status,anthos_accepted_name,anthos_accepted_id,anthos_taxon_id,anthos_source_sha256,anthos_error
1056,RUBIACEAE,Galium papillosum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538047+00:00,EXACT_CANONICAL_FOUND,Galium papillosum,Galium papillosum,Lapeyr.,Accepted,,87096,87096,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Galium papillosum,Galium papillosum,Lapeyr.,Accepted,,,wfo-0000969765,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Galium papillosum,Galium papillosum Lapeyr.,Lapeyr.,,,,FUND. BIODIVERSIDAD:ANTHOS:29459,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1058,RUBIACEAE,Galium parisiense subsp. divaricatum,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538058+00:00,EXACT_CANONICAL_FOUND,Galium parisiense subsp. divaricatum,Galium parisiense subsp. divaricatum,(Pourr. ex Lam.) Rouy,Synonym,,86224,87114,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Galium parisiense subsp. divaricatum,Galium parisiense subsp. divaricatum,(Pourr. ex Lam.) Rouy,Synonym,,wfo-0000968856,wfo-0000969784,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Galium parisiense subsp. divaricatum,Galium parisiense subsp. divaricatum (Pourr. ex Lam.) Rouy & E.G. Camus in Rouy & Foucaud,(Pourr. ex Lam.) Rouy & E.G. Camus in Rouy & Foucaud,,,,FUND. BIODIVERSIDAD:ANTHOS:29532,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1059,RUBIACEAE,Galium pinetorum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538068+00:00,EXACT_CANONICAL_FOUND,Galium pinetorum,Galium pinetorum,Ehrend.,Synonym,,86291,87185,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Galium pinetorum,Galium pinetorum,Ehrend.,Synonym,,wfo-0000968926,wfo-0000969859,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1061,RUBIACEAE,Galium saxatile,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538077+00:00,EXACT_CANONICAL_FOUND,Galium saxatile,Galium saxatile,L.,Accepted,,87432,87432,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Galium saxatile,Galium saxatile,L.,Accepted,,,wfo-0000970124,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Galium saxatile,Galium saxatile L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:29484,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1068,RUBIACEAE,Galium verum subsp. verum,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538088+00:00,EXACT_CANONICAL_FOUND,Galium verum subsp. verum,Galium verum subsp. verum,,Accepted,,87902,87902,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Galium verum subsp. verum,Galium verum subsp. verum,,Accepted,,,wfo-0000970601,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Galium verum subsp. verum,Galium verum subsp. verum L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:29396,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1071,FABACEAE,Genista anglica,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538100+00:00,EXACT_CANONICAL_FOUND,Genista anglica,Genista anglica,L.,Accepted,,2819025,2819025,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Genista anglica,Genista anglica,L.,Accepted,,,wfo-0000213309,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Genista anglica,Genista anglica L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:1124764,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1072,FABACEAE,Genista cinerea subsp. ausetana,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538112+00:00,EXACT_CANONICAL_FOUND,Genista cinerea subsp. ausetana,Genista cinerea subsp. ausetana,O.Bolòs & Vigo,Synonym,,2819056,2819118,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Genista cinerea subsp. ausetana,Genista cinerea subsp. ausetana,O.Bolòs & Vigo,Synonym,,wfo-0001034574,wfo-0001364601,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1073,FABACEAE,Genista cinerea subsp. cinerea,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538122+00:00,EXACT_CANONICAL_FOUND,Genista cinerea subsp. cinerea,Genista cinerea subsp. cinerea,,Accepted,,3256602,3256602,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Genista cinerea subsp. cinerea,Genista cinerea subsp. cinerea,,Accepted,,,wfo-0000213322,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1074,FABACEAE,Genista florida,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538132+00:00,EXACT_CANONICAL_FOUND,Genista florida,Genista florida,L.,Accepted,,2819225,2819225,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Genista florida,Genista florida,L.,Accepted,,,wfo-0000213325,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Genista florida,Genista florida L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:1124660,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1075,FABACEAE,Genista hispanica subsp. occidentalis,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538143+00:00,EXACT_CANONICAL_FOUND,Genista hispanica subsp. occidentalis,Genista hispanica subsp. occidentalis,Rouy,Accepted,,2819282,2819282,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Genista hispanica subsp. occidentalis,Genista hispanica subsp. occidentalis,Rouy,Accepted,,,wfo-0000214121,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Genista hispanica subsp. occidentalis,Genista hispanica subsp. occidentalis Rouy in Rouy & Foucaud,Rouy in Rouy & Foucaud,,,,FUND. BIODIVERSIDAD:ANTHOS:24628,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1077,FABACEAE,Genista multicaulis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538154+00:00,EXACT_CANONICAL_FOUND,Genista multicaulis,Genista multicaulis,Lam.,Synonym,,2819371,2819407,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Genista multicaulis,Genista multicaulis,Lam.,Synonym,,wfo-0000185666,wfo-0000696536,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1079,FABACEAE,Genista pilosa,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538164+00:00,EXACT_CANONICAL_FOUND,Genista pilosa,Genista pilosa,Ledeb.,Illegitimate,,2819011,2819472,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Genista pilosa,Genista pilosa,L.,Accepted,,,wfo-0000213757,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Genista pilosa,Genista pilosa L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:24605,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1081,FABACEAE,Genista scorpius,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538176+00:00,EXACT_CANONICAL_FOUND,Genista scorpius,Genista scorpius,(L.) DC.,Accepted,,2819567,2819567,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Genista scorpius,Genista scorpius,(L.) DC.,Accepted,,,wfo-0000213360,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Genista scorpius,Genista scorpius (L.) DC. in Lam. & DC.,(L.) DC. in Lam. & DC.,,,,FUND. BIODIVERSIDAD:ANTHOS:24611,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1083,GENTIANACEAE,Gentiana angustifolia subsp. corbariensis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538187+00:00,EXACT_CANONICAL_FOUND,Gentiana angustifolia subsp. corbariensis,Gentiana angustifolia subsp. corbariensis,(Braun-Blanq.) Renob.,Synonym,,2821054,2819927,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Gentiana angustifolia subsp. corbariensis,Gentiana angustifolia subsp. corbariensis,(Braun-Blanq.) Renob.,Synonym,,wfo-0000698119,wfo-0000696891,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Gentiana angustifolia subsp. corbariensis,Gentiana angustifolia subsp. corbariensis (Braun-Blanq.) Renob.,(Braun-Blanq.) Renob.,,,,FUND. BIODIVERSIDAD:ANTHOS:29204,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1086,GENTIANACEAE,Gentiana lutea subsp. lutea,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538199+00:00,EXACT_CANONICAL_FOUND,Gentiana lutea subsp. lutea,Gentiana lutea subsp. lutea,,Accepted,,3264664,3264664,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Gentiana lutea subsp. lutea,Gentiana lutea subsp. lutea,,Accepted,,,wfo-1200031436,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Gentiana lutea subsp. lutea,Gentiana lutea subsp. lutea L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:29181,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1087,GENTIANACEAE,Gentiana occidentalis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538207+00:00,EXACT_CANONICAL_FOUND,Gentiana occidentalis,Gentiana occidentalis,Jakow.,Accepted,,2821054,2821054,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Gentiana occidentalis,Gentiana occidentalis,Jakow.,Accepted,,,wfo-0000698119,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1089,GENTIANACEAE,Gentiana verna subsp. verna,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538218+00:00,EXACT_CANONICAL_FOUND,Gentiana verna subsp. verna,Gentiana verna subsp. verna,,Accepted,,3264705,3264705,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Gentiana verna subsp. verna,Gentiana verna subsp. verna,,Accepted,,,wfo-1200031459,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Gentiana verna subsp. verna,Gentiana verna subsp. verna L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:29225,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1094,GERANIACEAE,Geranium phaeum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538228+00:00,EXACT_CANONICAL_FOUND,Geranium phaeum,Geranium phaeum,L.,Accepted,,2823792,2823792,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Geranium phaeum,Geranium phaeum,L.,Accepted,,,wfo-0000701052,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Geranium phaeum,Geranium phaeum L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:25892,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1097,GERANIACEAE,Geranium pyrenaicum subsp. lusitanicum,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538241+00:00,EXACT_CANONICAL_FOUND,Geranium pyrenaicum subsp. lusitanicum,Geranium pyrenaicum subsp. lusitanicum,(Samp.) S.Ortiz,Accepted,,2823906,2823906,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Geranium pyrenaicum subsp. lusitanicum,Geranium pyrenaicum subsp. lusitanicum,(Samp.) S.Ortiz,Accepted,,,wfo-0000701177,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Geranium pyrenaicum subsp. lusitanicum,Geranium pyrenaicum subsp. lusitanicum (Samp.) S. Ortiz,(Samp.) S. Ortiz,,,,FUND. BIODIVERSIDAD:ANTHOS:67839,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
1102,ROSACEAE,Geum hispidum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.538250+00:00,EXACT_CANONICAL_FOUND,Geum hispidum,Geum hispidum,Fr.,Accepted,,2949290,2949290,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Geum hispidum,Geum hispidum,Boruss. ex Scheutz,Synonym,,wfo-0000990001,wfo-0001003128,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Geum hispidum,Geum hispidum Fr.,Fr.,,,,FUND. BIODIVERSIDAD:ANTHOS:67092,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
