universe_index,family,taxon,iucn_problem_state,phase1_resolution,phase2_state,suggested_taxon,supporting_source_count,parent_taxon,parent_sources,powo_normalized_hits,wfo_normalized_hits,anthos_normalized_hits,top_candidates_json,automatic_correction,automatic_deletion,checked_at
261,ASPLENIACEAE,Asplenium x ticinense,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Asplenium ticinense,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Asplenium ticinense"",""score"":0.9775,""taxonomic_status"":""Accepted"",""accepted_id"":""3147929"",""accepted_name_resolved"":""Asplenium ticinense"",""taxon_id"":""3147929""},{""source"":""WFO"",""candidate"":""Asplenium ticinense"",""score"":0.9775,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001107225""},{""source"":""POWO_WCVP"",""candidate"":""Asplenium chinense"",""score"":0.84525,""taxonomic_status"":""Synonym"",""accepted_id"":""3149139"",""accepted_name_resolved"":""Diplazium chinense"",""taxon_id"":""3174226""},{""source"":""WFO"",""candidate"":""Asplenium chinense"",""score"":0.84525,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001116756"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001115199""}]",False,False,2026-08-19T17:37:55.233508+00:00
326,BETULACEAE,Betula alba var. alba,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Betula alba var. elobata,2,betula alba,powo;wfo,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Betula alba var. elobata"",""score"":0.94767,""taxonomic_status"":""Synonym"",""accepted_id"":""21557"",""accepted_name_resolved"":""Betula papyrifera"",""taxon_id"":""330275""},{""source"":""WFO"",""candidate"":""Betula alba var. elobata"",""score"":0.94767,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000335192"",""accepted_name_resolved"":""Betula papyrifera"",""taxon_id"":""wfo-0000791712""},{""source"":""POWO_WCVP"",""candidate"":""Betula alba var. ovata"",""score"":0.94512,""taxonomic_status"":""Synonym"",""accepted_id"":""21658"",""accepted_name_resolved"":""Betula pubescens var. pubescens"",""taxon_id"":""21111""},{""source"":""WFO"",""candidate"":""Betula alba var. ovata"",""score"":0.94512,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000336212"",""accepted_name_resolved"":""Betula pubescens var. pubescens"",""taxon_id"":""wfo-0000330653""},{""source"":""POWO_WCVP"",""candidate"":""Betula alba var. carelica"",""score"":0.93864,""taxonomic_status"":""Synonym"",""accepted_id"":""21596"",""accepted_name_resolved"":""Betula pendula subsp. pendula"",""taxon_id"":""21089""},{""source"":""POWO_WCVP"",""candidate"":""Betula alba var. glabrata"",""score"":0.93864,""taxonomic_status"":""Synonym"",""accepted_id"":""21658"",""accepted_name_resolved"":""Betula pubescens var. pubescens"",""taxon_id"":""21097""},{""source"":""WFO"",""candidate"":""Betula alba var. carelica"",""score"":0.93864,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001425841"",""accepted_name_resolved"":""Betula pendula subsp. pendula"",""taxon_id"":""wfo-0000330429""},{""source"":""WFO"",""candidate"":""Betula alba var. glabrata"",""score"":0.93864,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000336212"",""accepted_name_resolved"":""Betula pubescens var. pubescens"",""taxon_id"":""wfo-0000330508""},{""source"":""POWO_WCVP"",""candidate"":""Betula alba var. arbuscula"",""score"":0.93,""taxonomic_status"":""Synonym"",""accepted_id"":""21596"",""accepted_name_resolved"":""Betula pendula subsp. pendula"",""taxon_id"":""21087""},{""source"":""WFO"",""candidate"":""Betula alba var. arbuscula"",""score"":0.93,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001425841"",""accepted_name_resolved"":""Betula pendula subsp. pendula"",""taxon_id"":""wfo-0000330407""}]",False,False,2026-08-19T17:37:55.233644+00:00
353,OROBANCHACEAE,Bouardia latisquama,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Boulardia latisquama,2,bouardia latisquama,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Boulardia latisquama"",""score"":0.97172,""taxonomic_status"":""Synonym"",""accepted_id"":""2395858"",""accepted_name_resolved"":""Orobanche latisquama"",""taxon_id"":""2680799""},{""source"":""WFO"",""candidate"":""Boulardia latisquama"",""score"":0.97172,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000387904"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000569929""}]",False,False,2026-08-19T17:37:55.233716+00:00
401,POACEAE,Calamagrostis epigeros,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Calamagrostis epigejos,3,calamagrostis epigeros,,,,,"[{""source"":""ANTHOS"",""candidate"":""Calamagrostis epigejos"",""score"":0.9108,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:101251""},{""source"":""POWO_WCVP"",""candidate"":""Calamagrostis epigejos"",""score"":0.9108,""taxonomic_status"":""Accepted"",""accepted_id"":""402643"",""accepted_name_resolved"":""Calamagrostis epigejos"",""taxon_id"":""402643""},{""source"":""WFO"",""candidate"":""Calamagrostis epigejos"",""score"":0.9108,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000857259""},{""source"":""POWO_WCVP"",""candidate"":""Calamagrostis epigejos f. fissa"",""score"":0.84471,""taxonomic_status"":""Synonym"",""accepted_id"":""402643"",""accepted_name_resolved"":""Calamagrostis epigejos"",""taxon_id"":""402646""},{""source"":""WFO"",""candidate"":""Calamagrostis epigeios f. fissa"",""score"":0.84471,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000857259"",""accepted_name_resolved"":""Calamagrostis epigejos"",""taxon_id"":""wfo-0000857261""},{""source"":""WFO"",""candidate"":""Calamagrostis epigejos f. fissa"",""score"":0.84471,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000857259"",""accepted_name_resolved"":""Calamagrostis epigejos"",""taxon_id"":""wfo-1200033194""},{""source"":""POWO_WCVP"",""candidate"":""Calamagrostis epigejos var. umbrosa"",""score"":0.83482,""taxonomic_status"":""Synonym"",""accepted_id"":""402643"",""accepted_name_resolved"":""Calamagrostis epigejos"",""taxon_id"":""402688""},{""source"":""WFO"",""candidate"":""Calamagrostis epigeios var. umbrosa"",""score"":0.83482,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000857259"",""accepted_name_resolved"":""Calamagrostis epigejos"",""taxon_id"":""wfo-0000857303""},{""source"":""WFO"",""candidate"":""Calamagrostis epigejos var. umbrosa"",""score"":0.83482,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000857259"",""accepted_name_resolved"":""Calamagrostis epigejos"",""taxon_id"":""wfo-1200014814""},{""source"":""POWO_WCVP"",""candidate"":""Calamagrostis epigejos var. ampla"",""score"":0.83125,""taxonomic_status"":""Synonym"",""accepted_id"":""402643"",""accepted_name_resolved"":""Calamagrostis epigejos"",""taxon_id"":""402658""},{""source"":""POWO_WCVP"",""candidate"":""Calamagrostis epigejos var. fusca"",""score"":0.83125,""taxonomic_status"":""Synonym"",""accepted_id"":""402643"",""accepted_name_resolved"":""Calamagrostis epigejos"",""taxon_id"":""543625""}]",False,False,2026-08-19T17:37:55.233833+00:00
470,CYPERACEAE,Carex hallerana,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Carex halleriana,3,carex hallerana,,,,,"[{""source"":""ANTHOS"",""candidate"":""Carex halleriana"",""score"":0.95654,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:38387""},{""source"":""POWO_WCVP"",""candidate"":""Carex halleriana"",""score"":0.95654,""taxonomic_status"":""Accepted"",""accepted_id"":""227184"",""accepted_name_resolved"":""Carex halleriana"",""taxon_id"":""227184""},{""source"":""WFO"",""candidate"":""Carex halleriana"",""score"":0.95654,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000347299""},{""source"":""POWO_WCVP"",""candidate"":""Carex haleana"",""score"":0.89911,""taxonomic_status"":""Synonym"",""accepted_id"":""227110"",""accepted_name_resolved"":""Carex granularis"",""taxon_id"":""227176""},{""source"":""WFO"",""candidate"":""Carex haleana"",""score"":0.89911,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000347219"",""accepted_name_resolved"":""Carex granularis"",""taxon_id"":""wfo-0000347291""},{""source"":""POWO_WCVP"",""candidate"":""Carex halliana"",""score"":0.85639,""taxonomic_status"":""Accepted"",""accepted_id"":""227193"",""accepted_name_resolved"":""Carex halliana"",""taxon_id"":""227193""},{""source"":""WFO"",""candidate"":""Carex halliana"",""score"":0.85639,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000347309""},{""source"":""POWO_WCVP"",""candidate"":""Carex halleriana f. corsica"",""score"":0.85032,""taxonomic_status"":""Synonym"",""accepted_id"":""371396"",""accepted_name_resolved"":""Carex mabilliana"",""taxon_id"":""227185""},{""source"":""WFO"",""candidate"":""Carex halleriana f. corsica"",""score"":0.85032,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000834206"",""accepted_name_resolved"":""Carex mabilliana"",""taxon_id"":""wfo-1200034699""},{""source"":""POWO_WCVP"",""candidate"":""Carex halleriana f. occultata"",""score"":0.83501,""taxonomic_status"":""Synonym"",""accepted_id"":""227184"",""accepted_name_resolved"":""Carex halleriana"",""taxon_id"":""227189""},{""source"":""WFO"",""candidate"":""Carex halleriana f. occultata"",""score"":0.83501,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000347299"",""accepted_name_resolved"":""Carex halleriana"",""taxon_id"":""wfo-0000347304""}]",False,False,2026-08-19T17:37:55.233939+00:00
514,ASTERACEAE,Centaurea bofiliana,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Centaurea bofilliana,3,centaurea bofiliana,,,,,"[{""source"":""ANTHOS"",""candidate"":""Centaurea bofilliana"",""score"":0.95951,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:2699707""},{""source"":""POWO_WCVP"",""candidate"":""Centaurea bofilliana"",""score"":0.95951,""taxonomic_status"":""Accepted"",""accepted_id"":""3047505"",""accepted_name_resolved"":""Centaurea bofilliana"",""taxon_id"":""3047505""},{""source"":""WFO"",""candidate"":""Centaurea bofilliana"",""score"":0.95951,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001335680""}]",False,False,2026-08-19T17:37:55.233977+00:00
534,ASTERACEAE,Centaurea x zubiae,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Centaurea zubiae,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Centaurea zubiae"",""score"":0.97353,""taxonomic_status"":""Accepted"",""accepted_id"":""3199606"",""accepted_name_resolved"":""Centaurea zubiae"",""taxon_id"":""3199606""},{""source"":""WFO"",""candidate"":""Centaurea zubiae"",""score"":0.97353,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000117963""},{""source"":""POWO_WCVP"",""candidate"":""Centaurea zubiae var. somedana"",""score"":0.85638,""taxonomic_status"":""Synonym"",""accepted_id"":""3199606"",""accepted_name_resolved"":""Centaurea zubiae"",""taxon_id"":""3220445""}]",False,False,2026-08-19T17:37:55.234019+00:00
541,CAPRIFOLIACEAE,Centranthus calcitrape,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Centranthus calcitrapae,3,centranthus calcitrape,,,,,"[{""source"":""ANTHOS"",""candidate"":""Centranthus calcitrapae"",""score"":0.96381,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:32229""},{""source"":""POWO_WCVP"",""candidate"":""Centranthus calcitrapae"",""score"":0.96381,""taxonomic_status"":""Synonym"",""accepted_id"":""2462377"",""accepted_name_resolved"":""Valeriana calcitrapae"",""taxon_id"":""2709006""},{""source"":""WFO"",""candidate"":""Centranthus calcitrapae"",""score"":0.96381,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000425385"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000594286""},{""source"":""WFO"",""candidate"":""Kentranthus calcitrapa"",""score"":0.90591,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000357158""},{""source"":""POWO_WCVP"",""candidate"":""Centranthus calcitrapae f. albus"",""score"":0.89739,""taxonomic_status"":""Synonym"",""accepted_id"":""2462377"",""accepted_name_resolved"":""Valeriana calcitrapae"",""taxon_id"":""3278381""},{""source"":""POWO_WCVP"",""candidate"":""Centranthus calcitrapae f. roseus"",""score"":0.89048,""taxonomic_status"":""Invalid"",""accepted_id"":""2462377"",""accepted_name_resolved"":""Valeriana calcitrapae"",""taxon_id"":""3278392""},{""source"":""POWO_WCVP"",""candidate"":""Centranthus calcitrapae var. pumila"",""score"":0.87738,""taxonomic_status"":""Synonym"",""accepted_id"":""2462377"",""accepted_name_resolved"":""Valeriana calcitrapae"",""taxon_id"":""2927268""},{""source"":""POWO_WCVP"",""candidate"":""Centranthus calcitrapae f. latilobus"",""score"":0.87118,""taxonomic_status"":""Synonym"",""accepted_id"":""2462377"",""accepted_name_resolved"":""Valeriana calcitrapae"",""taxon_id"":""3278387""},{""source"":""WFO"",""candidate"":""Centranthus calcitrapae var. trichocarpus"",""score"":0.84316,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001401709""},{""source"":""WFO"",""candidate"":""Centranthus calcitrapae subsp. calcitrapae"",""score"":0.8381,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200107877""},{""source"":""WFO"",""candidate"":""Centranthus calcitrapae subsp. gutierrezii"",""score"":0.8381,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000425385"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000594288""}]",False,False,2026-08-19T17:37:55.234147+00:00
579,ASTERACEAE,Chamaemelaum nobile,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Chamaemelum nobile,3,chamaemelaum nobile,,,,,"[{""source"":""ANTHOS"",""candidate"":""Chamaemelum nobile"",""score"":0.97667,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1124751""},{""source"":""POWO_WCVP"",""candidate"":""Chamaemelum nobile"",""score"":0.97667,""taxonomic_status"":""Accepted"",""accepted_id"":""2906828"",""accepted_name_resolved"":""Chamaemelum nobile"",""taxon_id"":""2906828""},{""source"":""WFO"",""candidate"":""Chamaemelum nobile"",""score"":0.97667,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000014359""},{""source"":""POWO_WCVP"",""candidate"":""Chamaemelum nobile f. nudum"",""score"":0.92478,""taxonomic_status"":""Synonym"",""accepted_id"":""2906828"",""accepted_name_resolved"":""Chamaemelum nobile"",""taxon_id"":""3112348""},{""source"":""WFO"",""candidate"":""Chamaemelum nobile f. nudum"",""score"":0.92478,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001322206""},{""source"":""WFO"",""candidate"":""Chamaemelum nobile f. nobile"",""score"":0.91957,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000014359"",""accepted_name_resolved"":""Chamaemelum nobile"",""taxon_id"":""wfo-0000056586""},{""source"":""POWO_WCVP"",""candidate"":""Chamaemelum nobile var. nudum"",""score"":0.91457,""taxonomic_status"":""Synonym"",""accepted_id"":""2906828"",""accepted_name_resolved"":""Chamaemelum nobile"",""taxon_id"":""3112350""},{""source"":""WFO"",""candidate"":""Chamaemelum nobile var. nudum"",""score"":0.91457,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001382911""},{""source"":""POWO_WCVP"",""candidate"":""Chamaemelum nobile var. aureum"",""score"":0.90978,""taxonomic_status"":""Invalid"",""accepted_id"":""2906828"",""accepted_name_resolved"":""Chamaemelum nobile"",""taxon_id"":""2906893""},{""source"":""WFO"",""candidate"":""Chamaemelum nobile var. aureum"",""score"":0.90978,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000014359"",""accepted_name_resolved"":""Chamaemelum nobile"",""taxon_id"":""wfo-0001370355""},{""source"":""POWO_WCVP"",""candidate"":""Chamaemelum nobile f. discoideum"",""score"":0.90078,""taxonomic_status"":""Synonym"",""accepted_id"":""2906828"",""accepted_name_resolved"":""Chamaemelum nobile"",""taxon_id"":""2906885""}]",False,False,2026-08-19T17:37:55.234265+00:00
630,CISTACEAE,Cistus salvifolius,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Cistus salviifolius,3,cistus salvifolius,,,,,"[{""source"":""ANTHOS"",""candidate"":""Cistus salviifolius"",""score"":0.96392,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:8879""},{""source"":""POWO_WCVP"",""candidate"":""Cistus salviifolius"",""score"":0.96392,""taxonomic_status"":""Accepted"",""accepted_id"":""2723633"",""accepted_name_resolved"":""Cistus salviifolius"",""taxon_id"":""2723633""},{""source"":""WFO"",""candidate"":""Cistus salviifolius"",""score"":0.96392,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000607577""},{""source"":""POWO_WCVP"",""candidate"":""Cistus salicifolius"",""score"":0.89177,""taxonomic_status"":""Synonym"",""accepted_id"":""2842750"",""accepted_name_resolved"":""Helianthemum salicifolium"",""taxon_id"":""2723631""},{""source"":""WFO"",""candidate"":""Cistus salicifolius"",""score"":0.89177,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000717719"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000607575""},{""source"":""POWO_WCVP"",""candidate"":""Cistus salviifolius f. cymosus"",""score"":0.87077,""taxonomic_status"":""Synonym"",""accepted_id"":""2723633"",""accepted_name_resolved"":""Cistus salviifolius"",""taxon_id"":""2723636""},{""source"":""WFO"",""candidate"":""Cistus salviifolius f. cymosus"",""score"":0.87077,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000607577"",""accepted_name_resolved"":""Cistus salviifolius"",""taxon_id"":""wfo-1200071521""},{""source"":""POWO_WCVP"",""candidate"":""Cistus salviifolius f. biflorus"",""score"":0.86359,""taxonomic_status"":""Synonym"",""accepted_id"":""2723633"",""accepted_name_resolved"":""Cistus salviifolius"",""taxon_id"":""2723634""},{""source"":""POWO_WCVP"",""candidate"":""Cistus salviifolius var. rierae"",""score"":0.86359,""taxonomic_status"":""Synonym"",""accepted_id"":""2723633"",""accepted_name_resolved"":""Cistus salviifolius"",""taxon_id"":""2908768""},{""source"":""WFO"",""candidate"":""Cistus salviifolius f. biflorus"",""score"":0.86359,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000607577"",""accepted_name_resolved"":""Cistus salviifolius"",""taxon_id"":""wfo-1200071519""},{""source"":""WFO"",""candidate"":""Cistus salviifolius var. repens"",""score"":0.86359,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200118667""}]",False,False,2026-08-19T17:37:55.234376+00:00
809,DRYOPTERIDACEAE,Dryopteris affinis var. borreri,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Dryopteris affinis subsp. borreri,3,dryopteris affinis,powo;wfo;anthos,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Dryopteris affinis f. borreri"",""score"":0.96897,""taxonomic_status"":""Synonym"",""accepted_id"":""3176491"",""accepted_name_resolved"":""Dryopteris affinis subsp. borreri"",""taxon_id"":""3324748""},{""source"":""ANTHOS"",""candidate"":""Dryopteris affinis subsp. borreri"",""score"":0.94194,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:19681""},{""source"":""POWO_WCVP"",""candidate"":""Dryopteris affinis subsp. borreri"",""score"":0.94194,""taxonomic_status"":""Accepted"",""accepted_id"":""3176491"",""accepted_name_resolved"":""Dryopteris affinis subsp. borreri"",""taxon_id"":""3176491""},{""source"":""WFO"",""candidate"":""Dryopteris affinis subsp. borreri"",""score"":0.94194,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001115756"",""accepted_name_resolved"":""Dryopteris borreri"",""taxon_id"":""wfo-0001359240""},{""source"":""POWO_WCVP"",""candidate"":""Dryopteris affinis var. azorica"",""score"":0.94,""taxonomic_status"":""Synonym"",""accepted_id"":""3325402"",""accepted_name_resolved"":""Dryopteris affinis f. azorica"",""taxon_id"":""3150583""},{""source"":""WFO"",""candidate"":""Dryopteris affinis var. azorica"",""score"":0.94,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001375308""},{""source"":""POWO_WCVP"",""candidate"":""Dryopteris affinis var. kerryensis"",""score"":0.93571,""taxonomic_status"":""Accepted"",""accepted_id"":""3176413"",""accepted_name_resolved"":""Dryopteris affinis var. kerryensis"",""taxon_id"":""3176413""},{""source"":""WFO"",""candidate"":""Dryopteris affinis var. kerryensis"",""score"":0.93571,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001361099"",""accepted_name_resolved"":""Dryopteris affinis subsp. kerryensis"",""taxon_id"":""wfo-0001383095""},{""source"":""POWO_WCVP"",""candidate"":""Dryopteris affinis var. insubrica"",""score"":0.92742,""taxonomic_status"":""Accepted"",""accepted_id"":""3176505"",""accepted_name_resolved"":""Dryopteris affinis var. insubrica"",""taxon_id"":""3176505""},{""source"":""WFO"",""candidate"":""Dryopteris affinis var. insubrica"",""score"":0.92742,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001361106"",""accepted_name_resolved"":""Dryopteris cambrensis subsp. insubrica"",""taxon_id"":""wfo-0001383102""},{""source"":""WFO"",""candidate"":""Dryopteris affinis var. cristata"",""score"":0.91885,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001115756"",""accepted_name_resolved"":""Dryopteris borreri"",""taxon_id"":""wfo-1200008169""},{""source"":""ANTHOS"",""candidate"":""Dryopteris affinis"",""score"":0.8875,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:82494""}]",False,False,2026-08-19T17:37:55.234531+00:00
820,DRYOPTERIDACEAE,Dryopteris x ambroseae,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Dryopteris ambroseae,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Dryopteris ambroseae"",""score"":0.97857,""taxonomic_status"":""Accepted"",""accepted_id"":""3150931"",""accepted_name_resolved"":""Dryopteris ambroseae"",""taxon_id"":""3150931""},{""source"":""WFO"",""candidate"":""Dryopteris ambroseae"",""score"":0.97857,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000142614""}]",False,False,2026-08-19T17:37:55.234567+00:00
821,DRYOPTERIDACEAE,Dryopteris x mantoniae,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Dryopteris mantoniae,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Dryopteris mantoniae"",""score"":0.97857,""taxonomic_status"":""Accepted"",""accepted_id"":""3151061"",""accepted_name_resolved"":""Dryopteris mantoniae"",""taxon_id"":""3151061""},{""source"":""WFO"",""candidate"":""Dryopteris mantoniae"",""score"":0.97857,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001115828""}]",False,False,2026-08-19T17:37:55.234597+00:00
