position309,B_SOURCE_RECORD_ID,nameVerbatim,sourceRank,isHybrid,finalCategory,ID_TAXON_EXACT,state
102,1625,Dactylorhiza maculata subsp. maculata,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
103,1647,Dactylorhiza majalis subsp. majalis,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
104,3595,Deschampsia hispanica,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
105,2816,Doronicum diazii,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
106,1204,Dorycnium pentaphyllum subsp. pentaphyllum,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
107,4480,Dryopteris affinis subsp. cambrensis,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
108,4481,Dryopteris affinis var. borreri,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
109,4482,Dryopteris affinis var. robusta,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
110,3981,Dryopteris x ambroseae,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
111,3992,Dryopteris x mantoniae,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
112,4850,Echium asperrinum,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
113,3592,Epipactis hispanica,species,False,RESOLVED,32231,RESOLVED_BY_SPANISH_SOURCE_PRECEDENCE
114,1156,Epipactis parviflora,species,False,RESOLVED,4341,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
115,1250,Epipactis phyllanthes var. fageticola,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
116,3990,Equisetum x litorale,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
117,4802,Festuca arundinacea subsp. fenas,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
118,2316,Festuca ovina var. glauca,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
119,394,Festuca sp.,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
120,3720,Filipendula ulmaria subsp. ulmaria,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
121,2043,Fritillaria nervosa subsp. nervosa,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
122,2054,Gagea nevadensis gr.,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
123,4676,Galeopsis angustifolia subsp. carpetana,subspecies,False,RESOLVED,4724,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
124,4547,Galium album subsp. album,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
125,4300,Galium corrudifolium,species,False,CONFLICT,,CONFLICT_MULTIPLE_EXACT_EIDOS_IDS_VIA_DOCUMENTED_NETWORK
126,2865,Galium divaricatum,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
127,3271,Galium fruticescens,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
128,1285,Galium pinetorum,species,False,RESOLVED,4747,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
129,489,Galium spurium,species,False,CONFLICT,,CONFLICT_MULTIPLE_EXACT_EIDOS_IDS_VIA_DOCUMENTED_NETWORK
130,4133,Genista cinerea subsp. ausetana,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
131,4134,Genista cinerea subsp. cinerea,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
132,3203,Genista florida subsp. polygaliphylla,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
133,4677,Gentiana angustifolia subsp. occidentalis,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
134,4240,Hedysarum confertum,species,False,RESOLVED,6669,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
135,2149,Helianthemum nummularium subsp. nummularium,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
136,412,Heracleum sphondylium subsp. montanum,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
137,413,Heracleum sphondylium subsp. pyrenaicum,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
138,3272,Herniaria fruticosa var. fruticosa,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
139,3428,Herniaria glabra var. glabra,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
140,136,Herniaria scabrida var. glabrescens,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
141,137,Herniaria scabrida var. scabrida,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
142,4776,Hieracium argillaceum,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
143,2602,Hieracium lactucella subsp. lactucella,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
144,2120,Hieracium niveum,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
145,1270,Hieracium pilosella subsp. micradenium,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
146,1271,Hieracium pilosella subsp. pilosella,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
147,1272,Hieracium pilosella subsp. tricholepium,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
148,3555,Himantoglossum hircinum subsp. hircinum,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
149,4217,Hippocrepis comosa subsp. squamata,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
150,3429,Hypochoeris glabra,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
151,892,Hypochoeris radicata,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
152,4342,Jasione crispa subsp. centralis,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
153,4343,Jasione crispa subsp. sessiliflora,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
154,2617,Jasione laevis subsp. carpetana,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
155,2618,Jasione laevis subsp. laevis,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
156,4244,Juncus conglomeratus var. conglomeratus,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
157,4245,Juncus conglomeratus var. laxus,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
158,2929,Juncus effusus var. effusus,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
159,2930,Juncus effusus var. subglomeratus,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
160,2500,Juncus inflexus var. inflexus,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
161,687,Juncus tenageia subsp. tenageia,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
162,4837,Knautia arvernensis,species,False,RESOLVED,5574,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
163,781,Knautia purpurea,species,False,CONFLICT,,CONFLICT_MULTIPLE_EXACT_EIDOS_IDS_VIA_DOCUMENTED_NETWORK
164,591,Knautia subscaposa subsp. subscaposa,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
165,2063,Lathyrus niger subsp. niger,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
166,531,Lavandula stoechas subsp. pedunculata,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
167,5298,Legousia castellana,species,False,CONFLICT,,CONFLICT_MULTIPLE_EXACT_EIDOS_IDS_VIA_DOCUMENTED_NETWORK
168,670,Leontodon taraxacoides subsp. hispidus,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
169,2538,Leucanthemum ircutianum,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
170,4589,Linaria alpina var. aciculifolia,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
171,4809,Lithospermum arvense,species,False,RESOLVED,2812,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
172,2487,Lithospermum incrassatum,species,False,RESOLVED,2815,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
173,789,Lithospermum purpurocaeruleum,species,False,RESOLVED,1895,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
174,3758,Littorela uniflora,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
175,5255,Lonicera caprifolium,species,False,CONFLICT,,CONFLICT_MULTIPLE_EXACT_EIDOS_IDS_VIA_DOCUMENTED_NETWORK
176,1412,Lotus preslii,species,False,RESOLVED,6067,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
177,5516,Ludwigia spp.,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
178,5195,Luzula campestris subsp. carpetana,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
179,1949,Luzula multiflora subsp. congesta,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
180,636,Luzula sylvatica subsp. henriquesii,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
181,2037,Lysimachia nemorun,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
182,106,Medicago sativa subsp. sativa,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
183,4615,Melilotus altissima,species,False,RESOLVED,6142,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
184,1755,Melittis melissophyllum subsp. melissophyllum,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
185,3986,Mentha x dumetorum,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
186,2034,Myosotis nemorosa,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
187,900,Myosotis ramosissima subsp. globularis,subspecies,False,RESOLVED,6467,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
188,5122,Narcissus bulbocodium subsp. bulbocodium,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
189,2041,Nepeta nepetella subsp. cordifolia,subspecies,False,RESOLVED,6556,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
190,2953,Odontites eliassennenii,species,False,RESOLVED,6446,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
191,1529,Odontites longiflora,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
192,3843,Odontites verna,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
193,3837,Odontites verna subsp. serotina,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
194,3839,Odontites verna subsp. verna,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
195,3942,Odontites viscosa,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
196,624,Omalotheca supina subsp. pusilla,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
197,635,Omalotheca sylvatica subsp. carpetana,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
198,2008,Ononis natrix subsp. natrix,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
199,4403,Onopordon acanthium,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
200,4309,Onopordon corymbosum,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
201,2045,Onopordon nervosum,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
202,4407,Onopordum acaulon subsp. acaulon,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
203,4791,Ophrys arnoldii,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
204,3310,Ophrys fusca gr.,species,False,CONFLICT,,CONFLICT_MULTIPLE_EXACT_EIDOS_IDS_VIA_DOCUMENTED_NETWORK
205,1568,Ophrys lupercalis x O. bilunulata,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
206,5320,Ophrys scolopax subsp. scolopax,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
207,167,Ophrys scolopax x O. tenthredinifera,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
208,3991,Ophrys x manfredoniae,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
209,1262,Orchis picta,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
210,784,Orchis purpurea x Aceras anthropophorum,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
211,2620,Orobanche laevis,species,False,CONFLICT,,CONFLICT_MULTIPLE_EXACT_EIDOS_IDS_VIA_DOCUMENTED_NETWORK
212,4770,Paronychia argentea var. argentea,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
213,5247,Paronychia capitata var. capitata,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
214,2582,Paronychia kapela var. pseudoaretioides,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
215,1348,Paronychia polygonifolia var. polygonifolia,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
216,2228,Peucedanum officinales subsp. officinale,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
217,843,Phyteuma pyrenaicum,species,False,RESOLVED,6992,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
218,391,Pilosella sp.,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
219,3402,Pimpinella gracilis,species,False,RESOLVED,7110,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
220,3401,Pimpinella gracilis subsp. puberula,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
221,4588,Plantago alpina subsp. penyalarensis,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
222,4876,Plantago atrata subsp. discolor,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
223,4172,Platanthera clorantha,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
224,5125,Poa bulbosa var. vivipara,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
225,3993,Polypodium x mantoniae,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
226,3998,Polypodium x shivasiae,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
227,3983,Polystichum x bicknellii,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
228,3989,Polystichum x illyricum,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
229,2071,Populus nigra var. italica,variety,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
230,662,Potentilla tabernaemontani,species,False,RESOLVED,7344,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
231,3817,Potentilla velutina,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
232,3833,Primula veris subsp. suaveolens,subspecies,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
233,3507,Prunella hastifolia,species,False,RESOLVED,7231,RESOLVED_UNIQUE_EXACT_EIDOS_ID_VIA_DOCUMENTED_NETWORK
234,4077,Quercus cerrioides,species,False,UNRESOLVED,,UNRESOLVED_AFTER_SPANISH_NETWORK_AND_EIDOS
235,3082,Quercus faginea x Q. pusbescens,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
236,3083,Quercus faginea x Q. pyrenaica,species,True,CONFLICT,,CONFLICT_HYBRID_FORMULA_REQUIRES_EXPLICIT_IDENTITY_EVIDENCE
